[NN] | transplantation | transplant | 0-0 | 0.6666666666666666 | OtherRelated
[NN] | hydroelectricity | hydro | 0-0 |0.3125| OtherRelated
[NNS] | radiocommunications | radios | 0-0 |0.3157894736842105| ReverseEntailment
[NNS] | chlorofluorocarbons | freons | 0-0 |0.3157894736842105| Independent
[NNS] | anti-inflammatories | nsaids | 0-0 |0.3157894736842105| Independent
[NNS] | radiocommunications | radios | 0-0 |0.3157894736842105| ForwardEntailment
[VBD] | described | was | 0-0 |0.3333333333333333| Independent
[VBN] | demonstrated | demo | 0-0 |0.3333333333333333| Independent
[NNS] | characteristics | parts | 0-0 |0.3333333333333333| Independent
[CD] | two | 2 | 0-0 |0.3333333333333333| Independent
[VBZ] | demonstrates | show | 0-0 |0.3333333333333333| Independent
[CD] | twenty | 20 | 0-0 |0.3333333333333333| OtherRelated
[VBZ] | participates | sits | 0-0 |0.3333333333333333| OtherRelated
[JJ] | twenty-first | 21st | 0-0 |0.3333333333333333| Equivalence
[VBZ] | acknowledges | says | 0-0 |0.3333333333333333| Independent
[NNS] | left-wingers | left | 0-0 |0.3333333333333333| ForwardEntailment
[NNS] | microprocessors | chips | 0-0 |0.3333333333333333| Independent
[VBD] | necessitated | need | 0-0 |0.3333333333333333| OtherRelated
[VBN] | synchronised | sync | 0-0 |0.3333333333333333| ReverseEntailment
[CD] | eighty | 80 | 0-0 |0.3333333333333333| Equivalence
[VBZ] | synchronizes | sync | 0-0 |0.3333333333333333| ReverseEntailment
[VBD] | became | be | 0-0 |0.3333333333333333| Independent
[UH] | whoops | ho | 0-0 |0.3333333333333333| Independent
[VBD] | participated | part | 0-0 |0.3333333333333333| OtherRelated
[VBD] | discontinued | quit | 0-0 |0.3333333333333333| Independent
[VBN] | demonstrated | note | 0-0 |0.3333333333333333| Independent
[VBD] | messed | es | 0-0 |0.3333333333333333| Independent
[VBD] | acknowledged | knew | 0-0 |0.3333333333333333| ReverseEntailment
[VBD] | acknowledged | know | 0-0 |0.3333333333333333| ReverseEntailment
[VBZ] | acknowledges | know | 0-0 |0.3333333333333333| ReverseEntailment
[NN] | gymnasium | gym | 0-0 |0.3333333333333333| ForwardEntailment
[VBG] | filing | le | 0-0 |0.3333333333333333| Independent
[NNPS] | legislations | laws | 0-0 |0.3333333333333333| OtherRelated
[NNS] | resources | res | 0-0 |0.3333333333333333| Independent
[UH] | paratroopers | sirs | 0-0 |0.3333333333333333| Independent
[UH] | greetings | hey | 0-0 |0.3333333333333333| Independent
[VBZ] | necessitates | need | 0-0 |0.3333333333333333| OtherRelated
[CD] | eleven | 11 | 0-0 |0.3333333333333333| Equivalence
[NNS] | consequences | cons | 0-0 |0.3333333333333333| Independent
[NNS] | recommendations | talks | 0-0 |0.3333333333333333| Independent
[VBD] | strengthened | more | 0-0 |0.3333333333333333| Independent
[NNS] | donations | don | 0-0 |0.3333333333333333| ReverseEntailment
[NN] | doctorate | phd | 0-0 |0.3333333333333333| Equivalence
[NN] | indebtedness | debt | 0-0 |0.3333333333333333| ReverseEntailment
[JJ] | mathematical | math | 0-0 |0.3333333333333333| ReverseEntailment
[NN] | three- | 3s | 0-0 |0.3333333333333333| Independent
[JJ] | square | sq | 0-0 |0.3333333333333333| OtherRelated
[JJ] | web-based | web | 0-0 |0.3333333333333333| OtherRelated
[NNS] | sub-headings | subs | 0-0 |0.3333333333333333| Independent
[VBZ] | restrictions | bans | 0-0 |0.3333333333333333| Independent
[NNS] | beings | be | 0-0 |0.3333333333333333| Independent
[UH] | donations | yes | 0-0 |0.3333333333333333| Independent
[VB] | prohibits | ban | 0-0 |0.3333333333333333| Equivalence
[VBD] | strengthened | best | 0-0 |0.3333333333333333| Independent
[VBZ] | demonstrates | note | 0-0 |0.3333333333333333| Independent
[JJ] | influenza | flu | 0-0 |0.3333333333333333| Equivalence
[VBD] | misappropriated | stole | 0-0 |0.3333333333333333| Independent
[VBD] | became | am | 0-0 |0.3333333333333333| Independent
[NNS] | machine-guns | guns | 0-0 |0.3333333333333333| ForwardEntailment
[NNS] | additions | add | 0-0 |0.3333333333333333| ForwardEntailment
[VBD] | demonstrated | note | 0-0 |0.3333333333333333| Independent
[NN] | gymnasium | gym | 0-0 |0.3333333333333333| ReverseEntailment
[NN] | influenza | flu | 0-0 |0.3333333333333333| Equivalence
[VBN] | acknowledged | told | 0-0 |0.3333333333333333| Independent
[VBD] | acknowledged | told | 0-0 |0.3333333333333333| Independent
[NN] | indebtedness | debt | 0-0 |0.3333333333333333| ForwardEntailment
[JJ] | eighty | 80 | 0-0 |0.3333333333333333| Equivalence
[CD] | six | 6 | 0-0 |0.3333333333333333| Equivalence
[NNPS] | laboratoires | labs | 0-0 |0.3333333333333333| ReverseEntailment
[NN] | eighty | 80 | 0-0 |0.3333333333333333| Equivalence
[VBZ] | begins | is | 0-0 |0.3333333333333333| Independent
[VBD] | acknowledged | knew | 0-0 |0.3333333333333333| ForwardEntailment
[FW] | informations | info | 0-0 |0.3333333333333333| Equivalence
[VBD] | acknowledged | know | 0-0 |0.3333333333333333| ForwardEntailment
[VBZ] | discontinues | ends | 0-0 |0.3333333333333333| Independent
[NNS] | gentlemen | men | 0-0 |0.3333333333333333| ForwardEntailment
[NNS] | instructions | jobs | 0-0 |0.3333333333333333| Independent
[CD] | ninety | 90 | 0-0 |0.3333333333333333| Equivalence
[NNS] | policemen | men | 0-0 |0.3333333333333333| ForwardEntailment
[NN] | firefighting | fire | 0-0 |0.3333333333333333| OtherRelated
[NNP] | eighty | 80 | 0-0 |0.3333333333333333| Equivalence
[VBN] | discontinued | shut | 0-0 |0.3333333333333333| Independent
[UH] | gentlemen | yes | 0-0 |0.3333333333333333| Independent
[JJ] | wide-ranging | wide | 0-0 |0.3333333333333333| OtherRelated
[NNS] | laboratories | labs | 0-0 |0.3333333333333333| ForwardEntailment
[VBG] | assisting | aid | 0-0 |0.3333333333333333| OtherRelated
[NNS] | legislations | laws | 0-0 |0.3333333333333333| OtherRelated
[VBZ] | values | of | 0-0 |0.3333333333333333| Independent
[VBZ] | headquarters | head | 0-0 |0.3333333333333333| Independent
[VBZ] | acknowledges | know | 0-0 |0.3333333333333333| ForwardEntailment
[VBZ] | representations | plays | 0-0 |0.3333333333333333| OtherRelated
[NNS] | professional | pros | 0-0 |0.3333333333333333| Independent
[NNS] | formulations | form | 0-0 |0.3333333333333333| ForwardEntailment
[VBZ] | considers | yes | 0-0 |0.3333333333333333| Independent
[VBN] | commissioned | cost | 0-0 |0.3333333333333333| Independent
[VBD] | benefited | was | 0-0 |0.3333333333333333| Independent
[VBZ] | acknowledges | hail | 0-0 |0.3333333333333333| Independent
[NNS] | statesmen | men | 0-0 |0.3333333333333333| ForwardEntailment
[JJ] | x86-based | x86 | 0-0 |0.3333333333333333| ForwardEntailment
[VBN] | increased | add | 0-0 |0.3333333333333333| Independent
[VBZ] | acknowledges | note | 0-0 |0.3333333333333333| Independent
[NNS] | machine-guns | guns | 0-0 |0.3333333333333333| ReverseEntailment
[CD] | thousands | 000 | 0-0 |0.3333333333333333| OtherRelated
[JJ] | gymnasium | gym | 0-0 |0.3333333333333333| ForwardEntailment
[NNS] | policemen | men | 0-0 |0.3333333333333333| ReverseEntailment
[CD] | canadians | can | 0-0 |0.3333333333333333| Independent
[NN] | technologies | tech | 0-0 |0.3333333333333333| OtherRelated
[UH] | questions | yes | 0-0 |0.3333333333333333| Independent
[VBZ] | participates | part | 0-0 |0.3333333333333333| OtherRelated
[NNS] | workstations | work | 0-0 |0.3333333333333333| Independent
[VBN] | discontinued | quit | 0-0 |0.3333333333333333| Independent
[NN] | saxophone | sax | 0-0 |0.3333333333333333| OtherRelated
[VBZ] | representations | views | 0-0 |0.3333333333333333| Independent
[JJ] | uh-huh | uh | 0-0 |0.3333333333333333| OtherRelated
[VBZ] | concludes | end | 0-0 |0.3333333333333333| Independent
[VBN] | synchronised | sync | 0-0 |0.3333333333333333| ForwardEntailment
[NNS] | characteristics | chars | 0-0 |0.3333333333333333| Independent
[JJ] | full-fledged | full | 0-0 |0.3333333333333333| ForwardEntailment
[NNS] | recommendations | steps | 0-0 |0.3333333333333333| Independent
[VBZ] | synchronizes | sync | 0-0 |0.3333333333333333| ForwardEntailment
[VBZ] | offers | of | 0-0 |0.3333333333333333| Independent
[NNS] | additions | add | 0-0 |0.3333333333333333| ReverseEntailment
[VBN] | synchronized | sync | 0-0 |0.3333333333333333| ForwardEntailment
[VBG] | contributing | help | 0-0 |0.3333333333333333| Independent
[NNP] | influenza | flu | 0-0 |0.3333333333333333| ForwardEntailment
[NN] | ninety | 90 | 0-0 |0.3333333333333333| Equivalence
[NN] | available | les | 0-0 |0.3333333333333333| Independent
[MD] | canadians | can | 0-0 |0.3333333333333333| Independent
[VBZ] | incorporates | adds | 0-0 |0.3333333333333333| Independent
[VBZ] | commemorates | mark | 0-0 |0.3333333333333333| Independent
[VBZ] | incorporated | adds | 0-0 |0.3333333333333333| Independent
[CD] | thirty | 30 | 0-0 |0.3333333333333333| OtherRelated
[VBN] | disguised | hid | 0-0 |0.3333333333333333| Equivalence
[VBD] | acknowledged | hail | 0-0 |0.3333333333333333| Independent
[UH] | whoops | oh | 0-0 |0.3333333333333333| Independent
[NNS] | fishermen | men | 0-0 |0.3333333333333333| ReverseEntailment
[VBN] | synchronized | sync | 0-0 |0.3333333333333333| ReverseEntailment
[VBG] | increased | add | 0-0 |0.3333333333333333| Independent
[JJ] | peer-to-peer | peer | 0-0 |0.3333333333333333| OtherRelated
[RB] | currently | now | 0-0 |0.3333333333333333| OtherRelated
[VBD] | concluded | end | 0-0 |0.3333333333333333| Independent
[JJ] | ninety | 90 | 0-0 |0.3333333333333333| Equivalence
[NNS] | formulations | form | 0-0 |0.3333333333333333| ReverseEntailment
[VBD] | commissioned | cost | 0-0 |0.3333333333333333| Independent
[VBN] | continued | set | 0-0 |0.3333333333333333| Independent
[NNPS] | laboratories | labs | 0-0 |0.3333333333333333| Equivalence
[VBD] | joined | in | 0-0 |0.3333333333333333| OtherRelated
[RB] | subsequently | then | 0-0 |0.3333333333333333| Equivalence
[NNS] | fishermen | men | 0-0 |0.3333333333333333| ForwardEntailment
[VBD] | conservation | kept | 0-0 |0.3333333333333333| Independent
[NNS] | gentlemen | men | 0-0 |0.3333333333333333| ReverseEntailment
[NNP] | influenza | flu | 0-0 |0.3333333333333333| ReverseEntailment
[JJ] | above-mentioned | above | 0-0 |0.3333333333333333| OtherRelated
[VBG] | facilitating | help | 0-0 |0.3333333333333333| Independent
[CD] | representatives | three | 0-0 |0.3333333333333333| Independent
[VBZ] | characteristics | works | 0-0 |0.3333333333333333| Independent
[NNS] | perspectives | view | 0-0 |0.3333333333333333| Independent
[NNPS] | laboratoires | labs | 0-0 |0.3333333333333333| ForwardEntailment
[NNS] | donations | don | 0-0 |0.3333333333333333| ForwardEntailment
[VBN] | discontinued | stop | 0-0 |0.3333333333333333| Independent
[JJ] | pornographic | porn | 0-0 |0.3333333333333333| OtherRelated
[VBG] | utilising | use | 0-0 |0.3333333333333333| Independent
[NNS] | telecommunications | telcos | 0-0 |0.3333333333333333| Independent
[CD] | twelve | 12 | 0-0 |0.3333333333333333| Equivalence
[NNS] | laboratories | labs | 0-0 |0.3333333333333333| ReverseEntailment
[NNS] | appointments | jobs | 0-0 |0.3333333333333333| Independent
[NN] | objective | aim | 0-0 |0.3333333333333333| Equivalence
[JJ] | re-synchronization | resync | 0-0 |0.3333333333333333| Equivalence
[RB] | consequently | thus | 0-0 |0.3333333333333333| Equivalence
[VBZ] | prohibitions | bans | 0-0 |0.3333333333333333| Equivalence
[JJ] | gymnasium | gym | 0-0 |0.3333333333333333| ReverseEntailment
[VBN] | institutionalised | housed | 0-0 |0.3529411764705882| Independent
[VBN] | resolutionstabled | tabled | 0-0 |0.3529411764705882| ReverseEntailment
[NN] | short-sightedness | myopia | 0-0 |0.3529411764705882| Equivalence
[VBZ] | institutionalizes | adopts | 0-0 |0.3529411764705882| Independent
[VBN] | resolutionstabled | tabled | 0-0 |0.3529411764705882| ForwardEntailment
[VBN] | institutionalized | housed | 0-0 |0.3529411764705882| Independent
[NNS] | misunderstandings | wrongs | 0-0 |0.3529411764705882| Independent
[NNS] | extraterrestrials | aliens | 0-0 |0.3529411764705882| Equivalence
[JJ] | micro-economic | micro | 0-0 |0.3571428571428571| OtherRelated
[NNS] | certifications | certs | 0-0 |0.3571428571428571| Independent
[NNS] | specifications | specs | 0-0 |0.3571428571428571| Independent
[NNS] | precipitations | rains | 0-0 |0.3571428571428571| ForwardEntailment
[VBZ] | transformation | moves | 0-0 |0.3571428571428571| OtherRelated
[VBZ] | specifications | rules | 0-0 |0.3571428571428571| Independent
[JJ] | co-educational | co-ed | 0-0 |0.3571428571428571| OtherRelated
[NN] | detoxification | detox | 0-0 |0.3571428571428571| ForwardEntailment
[VBZ] | communications | sends | 0-0 |0.3571428571428571| Independent
[NNS] | demonstrations | demos | 0-0 |0.3571428571428571| ReverseEntailment
[NN] | detoxification | detox | 0-0 |0.3571428571428571| ReverseEntailment
[NNS] | communications | media | 0-0 |0.3571428571428571| Independent
[NNS] | accommodations | rooms | 0-0 |0.3571428571428571| Independent
[NNS] | considerations | talks | 0-0 |0.3571428571428571| Independent
[VBZ] | responsibility | rests | 0-0 |0.3571428571428571| Independent
[NNS] | fortifications | forts | 0-0 |0.3571428571428571| OtherRelated
[NNS] | demonstrations | demos | 0-0 |0.3571428571428571| ForwardEntailment
[NNS] | understandings | minds | 0-0 |0.3571428571428571| Independent
[VBN] | differentiated | split | 0-0 |0.3571428571428571| Independent
[NNS] | feeding-stuffs | feeds | 0-0 |0.3571428571428571| Independent
[NNS] | communications | mails | 0-0 |0.3571428571428571| Independent
[JJ] | hydro-electric | hydro | 0-0 |0.3571428571428571| OtherRelated
[NNPS] | specifications | specs | 0-0 |0.3571428571428571| Equivalence
[NNS] | investigations | polls | 0-0 |0.3571428571428571| Independent
[VBZ] | implementation | plans | 0-0 |0.3571428571428571| Independent
[VBN] | interconnected | wired | 0-0 |0.3571428571428571| Independent
[VBZ] | appropriations | loans | 0-0 |0.3571428571428571| OtherRelated
[VBD] | liberalization | freed | 0-0 |0.3571428571428571| OtherRelated
[VBZ] | classification | ranks | 0-0 |0.3571428571428571| Independent
[JJ] | abovementioned | above | 0-0 |0.3571428571428571| ForwardEntailment
[NNS] | greenhouse-gas | gases | 0-0 |0.3571428571428571| ForwardEntailment
[VBZ] | connections | ties | 0-0 |0.3636363636363636| Independent
[JJ] | mathematics | math | 0-0 |0.3636363636363636| Equivalence
[NNS] | paragraphes | pars | 0-0 |0.3636363636363636| Independent
[NNS] | milliliters | mils | 0-0 |0.3636363636363636| ReverseEntailment
[NNS] | percentages | cent | 0-0 |0.3636363636363636| ForwardEntailment
[VBZ] | appropriate | fits | 0-0 |0.3636363636363636| Independent
[VB] | discontinue | stop | 0-0 |0.3636363636363636| Independent
[NN] | health-care | care | 0-0 |0.3636363636363636| ForwardEntailment
[NN] | examination | exam | 0-0 |0.3636363636363636| Equivalence
[NNS] | festivities | fest | 0-0 |0.3636363636363636| ReverseEntailment
[VBD] | considering | felt | 0-0 |0.3636363636363636| Independent
[VBD] | inaugurated | open | 0-0 |0.3636363636363636| Independent
[VB] | synchronize | sync | 0-0 |0.3636363636363636| ReverseEntailment
[VBG] | confronting | face | 0-0 |0.3636363636363636| Equivalence
[JJ] | synchronize | sync | 0-0 |0.3636363636363636| ReverseEntailment
[NNS] | ill-effects | ills | 0-0 |0.3636363636363636| OtherRelated
[VBN] | therehanged | hung | 0-0 |0.3636363636363636| ReverseEntailment
[VBN] | spearheaded | head | 0-0 |0.3636363636363636| ForwardEntailment
[NN] | information | info | 0-0 |0.3636363636363636| Equivalence
[UH] | medications | meds | 0-0 |0.3636363636363636| OtherRelated
[VBZ] | termination | ends | 0-0 |0.3636363636363636| ReverseEntailment
[VBN] | facilitated | help | 0-0 |0.3636363636363636| Independent
[RB] | improvement | best | 0-0 |0.3636363636363636| Independent
[VBG] | formulating | form | 0-0 |0.3636363636363636| Independent
[NNS] | regulations | laws | 0-0 |0.3636363636363636| Independent
[VBP] | demonstrate | show | 0-0 |0.3636363636363636| Independent
[VBZ] | termination | ends | 0-0 |0.3636363636363636| ForwardEntailment
[NN] | pornography | porn | 0-0 |0.3636363636363636| ForwardEntailment
[NNS] | literatures | arts | 0-0 |0.3636363636363636| ForwardEntailment
[VBZ] | illustrates | note | 0-0 |0.3636363636363636| Independent
[VBN] | therehanged | hung | 0-0 |0.3636363636363636| ForwardEntailment
[NNS] | assignments | jobs | 0-0 |0.3636363636363636| OtherRelated
[NNS] | cardholders | card | 0-0 |0.3636363636363636| OtherRelated
[VBZ] | liabilities | sums | 0-0 |0.3636363636363636| Independent
[VBD] | identifying | find | 0-0 |0.3636363636363636| Independent
[VBZ] | incorporate | adds | 0-0 |0.3636363636363636| Independent
[VBP] | information | info | 0-0 |0.3636363636363636| Equivalence
[NNS] | milliliters | mils | 0-0 |0.3636363636363636| ForwardEntailment
[VBD] | disappeared | died | 0-0 |0.3636363636363636| Independent
[VBZ] | facilitates | help | 0-0 |0.3636363636363636| Independent
[NN] | synchronize | sync | 0-0 |0.3636363636363636| ForwardEntailment
[VBG] | downloading | load | 0-0 |0.3636363636363636| Independent
[VBG] | identifying | find | 0-0 |0.3636363636363636| Independent
[VBD] | illustrated | told | 0-0 |0.3636363636363636| Independent
[VBZ] | essentially | lies | 0-0 |0.3636363636363636| Independent
[VBZ] | constitutes | pose | 0-0 |0.3636363636363636| Independent
[VBD] | facilitated | help | 0-0 |0.3636363636363636| Independent
[NNS] | festivities | fest | 0-0 |0.3636363636363636| ForwardEntailment
[NN] | salespeople | sale | 0-0 |0.3636363636363636| OtherRelated
[VBD] | withholding | held | 0-0 |0.3636363636363636| ReverseEntailment
[NNS] | percentages | cent | 0-0 |0.3636363636363636| ReverseEntailment
[JJ] | deep-seated | deep | 0-0 |0.3636363636363636| OtherRelated
[VBZ] | anticipates | wait | 0-0 |0.3636363636363636| Independent
[JJ] | counterfeit | fake | 0-0 |0.3636363636363636| Equivalence
[VBD] | withdrawing | left | 0-0 |0.3636363636363636| Independent
[VBN] | information | told | 0-0 |0.3636363636363636| Independent
[VBZ] | prioritises | uses | 0-0 |0.3636363636363636| Independent
[VBD] | anticipated | wait | 0-0 |0.3636363636363636| Independent
[NN] | pornography | porn | 0-0 |0.3636363636363636| ReverseEntailment
[NNS] | age-classes | ages | 0-0 |0.3636363636363636| Independent
[NNS] | machineguns | guns | 0-0 |0.3636363636363636| ReverseEntailment
[RB] | practicable | best | 0-0 |0.3636363636363636| Independent
[JJ] | information | info | 0-0 |0.3636363636363636| Equivalence
[NNS] | enterprises | smes | 0-0 |0.3636363636363636| Independent
[NNS] | newsletters | news | 0-0 |0.3636363636363636| ReverseEntailment
[VBZ] | prohibiting | bans | 0-0 |0.3636363636363636| Equivalence
[NNS] | connections | link | 0-0 |0.3636363636363636| Independent
[JJ] | bald-headed | bald | 0-0 |0.3636363636363636| ForwardEntailment
[VBZ] | jeopardizes | risk | 0-0 |0.3636363636363636| Independent
[VBD] | appreciated | note | 0-0 |0.3636363636363636| Independent
[VBN] | disappeared | died | 0-0 |0.3636363636363636| Independent
[VBN] | spearheaded | head | 0-0 |0.3636363636363636| ReverseEntailment
[JJ] | synchronize | sync | 0-0 |0.3636363636363636| ForwardEntailment
[NNS] | newsletters | news | 0-0 |0.3636363636363636| ForwardEntailment
[NNS] | necessities | need | 0-0 |0.3636363636363636| ReverseEntailment
[VBZ] | prohibition | bans | 0-0 |0.3636363636363636| Equivalence
[JJ] | slow-moving | slow | 0-0 |0.3636363636363636| ForwardEntailment
[VBZ] | appreciates | hail | 0-0 |0.3636363636363636| Independent
[VB] | synchronize | sync | 0-0 |0.3636363636363636| ForwardEntailment
[VBZ] | understands | know | 0-0 |0.3636363636363636| Independent
[VB] | demonstrate | show | 0-0 |0.3636363636363636| Independent
[NNS] | millilitres | mils | 0-0 |0.3636363636363636| Independent
[VBD] | withholding | held | 0-0 |0.3636363636363636| ForwardEntailment
[JJ] | seventeenth | 17th | 0-0 |0.3636363636363636| OtherRelated
[VBZ] | differences | gaps | 0-0 |0.3636363636363636| Independent
[VBD] | information | told | 0-0 |0.3636363636363636| Independent
[NNS] | medications | meds | 0-0 |0.3636363636363636| ForwardEntailment
[JJ] | open-minded | open | 0-0 |0.3636363636363636| ForwardEntailment
[VBN] | illustrated | told | 0-0 |0.3636363636363636| Independent
